FID,OBJECTID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape__Length
477,19388,Franklin Street,5647700,5,2,0,2011,BL,63.1286549026933
478,19389,North Washington Street,45225100,3,2,0,2014,SLM,59.9360117300475
479,19390,Cross Street,45224000,3,2,0,2014,BL,100.500705912175
480,19391,North Washington Street,45225900,3,2,0,2014,BL,21.7429002158375
481,19392,Salem Street,4434600,0,2,0,2013,NW,37.1284689547831
482,19394,Ashmont Street,4860000,5,2,0,2013,SLM,68.2257352426603
483,19395,Neponset Avenue,4819600,5,2,0,2012,BLSL,92.219073089671
484,19396,Neponset Avenue,4843400,5,2,0,2012,BLSL,154.080638155867
485,19397,Neponset Avenue,4862200,5,2,0,2012,BL,88.6029969530639
486,19399,Freeport Street,5331600,3,2,0,2013,SLM,316.26496119915
487,19400,Old Colony Avenue,5203300,3,3,1,2016,BFBL,143.732265805252
488,19401,Columbia Road,5737000,3,1,1,2016,BFBL,370.468238495347
489,19429,Charles River Dam,5621100,2,3,1,2019,SBL,553.819799112712
490,19586,Lomasney Way,5484100,3,2,1,2017,BL,143.914883784951
491,19758,Beach Street,4493400,0,2,0, ,SLM,102.076218420853
492,19842,Atlantic Avenue,45234100,3,2,0,2011,BL,194.253169977926
493,19843,Atlantic Avenue,5652600,3,2,0,2011,BL,68.4864669566848
494,19844,Seaport Boulevard,5320100,3,2,1,2012,BFBL,411.178860464738
495,19845,High Street,5326100,3,2,0,2011,BL,65.829797608216
496,19846,John F. Fitzgerald Surface Road,45231800,3,2,0,2011,BL,73.3210415263621
497,19847,Atlantic Avenue,5284600,5,2,0,2017,SBL,178.177530587831
498,19848,Neponset Avenue,4888500,5,2,0,2012,BL,40.0993787874304
499,19849,Chelsea Street,5281900,5,2,0,2010,BL,70.9850299411789
500,19850,Meridian Street,4414200,3,2,0,2013,BLSL,116.878139120861
501,19857,Mount Vernon Street,4664400,6,2,0,2013,BFBL,97.6971446866496
502,19858,Seaport Boulevard,45264200,3,2,0,2012,BL,83.2867347909952
503,19859,Seaport Boulevard,5653000,3,2,0,2012,BL,70.6697350303578
504,19860,Drydock Avenue,5278700,0,2,0,2013,BL,246.88998927566
505,19861,Northern Avenue,45263900,5,5,0,2017,SLM,96.2461389849399
506,19862,Maverick Street,5621700,5,2,0,2015,BL,33.2531339034043
507,19863,Maverick Street,4429500,5,2,0,2015,BL,109.384125513723
508,19865,Meridian Street,5228700,5,2,0,2013,BLSL,61.241944734801
509,19866,Maverick Street,4428200,5,2,0,2015,BL,86.5626328709173
510,19867,Chelsea Street,5281600,5,2,0,2010,BL,51.8396327265918
511,19868,Marginal Street,5644900,0,2,0,2015,SRd,100.227848176553
512,19869,Maverick Street,4432800,5,2,0,2015,BL,177.50618811704
513,19870,Chelsea Street,4419800,5,2,0,2010,BL,248.77191685809
514,19871,Saratoga Street,5838000,5,2,0,2012,BLSL,289.836584086646
515,19872, ,0,0, ,0,2012,SLM,
516,19873, ,0,0, ,0,2012,SLM,
517,19874, ,0,0, ,0,2012,SLM,
518,19875, ,0,0, ,0,2012,SLM,
519,19876, ,0,0, ,0,2012,SLM,
520,19881,Stuart Street,0,0, ,1,2017,SBL,90.5760777508811
521,19897,Albany Street,0,5,2,1,2012,SLM,139.579223344476
522,19898,Albany Street,0,5,2,1,2012,SLM,140.597666651032
523,19901,Dartmouth Street,5874800,5,2,0,2011,SLM,153.323582215163
524,19902,Causeway Street,5287600,5,2,0,2017,SLM,48.4167796295313
525,19903,Causeway Street,5621300,5,2,0,2017,SBL,56.2380823646924
526,19904,Commercial Street,5640700,5,2,0,2017,SBL,24.0166537537473
527,19905,Commonwealth Avenue,6227000,3,2,1,2013,BL,203.636199808058
528,19906,Staniford Street,4438300,3,2,0,2017,SBL,137.349100722044
529,19907,Staniford Street,5641400,3,2,0,2017,SBL,19.1287297666689
530,19908,Causeway Street,5287100,5,2,0,2017,SBL,42.1184783029276
531,19909,Staniford Street,5641400,3,2,0,2017,SBL,96.3305432869955
532,19910,Causeway Street,5287100,5,2,0,2017,SBL,73.4733677915135
533,19911,Causeway Street,5287101,5,2,0,2017,SBL,37.9900608924539
534,19912,Causeway Street,5287200,5,2,0,2017,SBL,90.1721502536004
535,19913,Causeway Street,46183400,5,2,0,2017,SBL,50.554612311829
536,19914,Staniford Street,5641500,3,2,0,2017,SBL,164.436170825019
537,19915,Causeway Street,5819100,5,2,0,2017,SBL,30.5508120318377
538,19916,Staniford Street,5641400,3,2,0,2017,SBL,19.0630041035707
539,19917,Truman Highway,6231900,5,3,0,2010,BL,489.759038525541
540,19918,Truman Highway,6233200,5,3,0,2018,BFBL,329.864600541066
541,19920,Old Trail Road,5778500,5,2,0,0,SUP,26.0883073190378
542,19959,Border Street,5580500,5,2,0,2017,BL,79.1200483911865
543,19989,University Of Massachusetts Access Road,6256600,0,B,0,2019,BL,195.894007855261
544,20172,Staniford,0,0,2,1,2017,BL,55.8167681522327
545,20183,Lomasney Way,46183700,3,2,1,2017,BL,27.3444610305491
546,20184,Staniford,0,0,2,1,2017,BL,30.4871711174661
547,20197,Pierpoint Road,5331000,0,2,0, ,SRd,143.273348528233
548,20198,Pierpoint Road,5331000,0,2,0, ,SRd,94.8758993534106
549,20199,Pier Point Road,0,0, ,0, ,SRd,118.481783703227
550,20200, ,6073500,0,2,0, ,SRd,305.34655009463
551,20218,Charles River Locks,0,0,3,0, ,WALK,285.985699317201
552,20219,Fiedler Shared-Use Bridge,0,0,3,0, ,WALK,279.810570721325
553,20221,Dartmouth Street Shared-Use Bridge,0,0,3,0, ,WALK,184.647486662898
554,20225,Arnold Arboretum Trails,0,0,2,0, ,SUP,821.157523802044
555,20228, ,0,0,3,0, ,SUP,24.2281494619712
556,20230,Silber Way Shared-Use Bridge,0,0, ,0, ,WALK,163.693422960982
557,20231,Arnold Arboretum Trails,0,0,2,0, ,SUP,425.30263906625
558,20233,Emerald Necklace Trail,0,0,2,0, ,SUP,715.484265487348
559,20234,Emerald Necklace Trail,0,0,2,0, ,SUP,3279.31136729938
560,20235,East Boundary Path,0,0,3,0, ,SUP,1695.1365132042
561,20236,Neponset River Trail,0,0,3,0, ,SUP,387.974902082472
562,20237,Tenean Beach Path,0,0,3,0, ,SUP,556.101665780516
563,20238, ,0,0,3,0, ,SUP,1209.828521235
564,20239,Boston Harborwalk,0,0, ,0, ,SUC,1825.74980330293
565,20240,Southwest Corridor,0,0,3,0, ,SUC,1237.30663768007
566,20241,Southwest Corridor,0,0,3,0, ,SUP,5908.79206466106
567,20242,Emerald Necklace Trail,0,0,2,0, ,SUP,53.2552032362685
568,20243,Stony Brook Path,0,0,3,0, ,SUP,1834.1520797994
569,20244,Gavin Path,0,0,3,0, ,SUP,590.043698801372
570,20247,Rooney Rock Path,0,0,3,0, ,SUP,1668.66374540183
571,20250,Arnold Arboretum Trails,0,0,2,0, ,SUP,2152.06863072055
572,20254,Emerald Necklace Trail,0,0,2,0, ,SUP,718.158950243057
573,20258,Blossom Street Shared-Use Bridge,0,0,3,0, ,WALK,249.46922501937
574,20259, ,0,0,3,0, ,SUP,1408.12476326538
575,20260,Blackwell Path,0,0,2,0, ,NSUP,828.8739492694
576,20261,Neponset River Trail,0,0,3,0, ,SUP,1374.80497680775
577,20262,Neponset River Trail,0,0,3,0, ,SUP,645.019972672211
578,20263,Neponset River Trail,0,0,3,0, ,SUP,202.626040114775
579,20264,Neponset River Trail,0,0,3,0, ,SUP,505.80160391405
580,20265,Neponset River Trail,0,0,3,0, ,SUP,45.8367726501176
581,20266,Neponset River Trail,0,0,3,0, ,SUP,428.425406320164
582,20267,Neponset River Trail,0,0,3,0, ,SUP,851.453289677902
583,20268,Charles River Bike Path,0,0,3,0, ,SUP,2895.03435117362
584,20269,Emerald Necklace Trail,0,0, ,0, ,NSUP,1372.5577075137
585,20270,Emerald Necklace Trail,0,0,2,0, ,SUP,1701.74734669184
586,20271,East Boston Greenway,0,0,2,0, ,SUP,10.7406741035956
587,20276,Miller's Creek Path,0,0,3,0, ,SUP,516.904892237441
588,20278,Zakim Bridge Path,0,0,3,0, ,SUC,251.210222869286
589,20280,East Boston Greenway,0,0,2,0, ,SUP,16.1524901399624
590,20281,East Boston Greenway,0,0,2,0, ,SUP,13.8234548511431
591,20282,East Boston Greenway,0,0,2,0, ,SUP,523.847648275442
592,20283,East Boston Greenway,0,0,2,0, ,SUP,206.836453955948
593,20284,East Boston Greenway,0,0,2,0, ,SUP,90.0362445156465
594,20285,East Boston Greenway,0,0,2,0, ,SUP,13.3022441102716
595,20286,East Boston Greenway,0,0,2,0, ,SUP,123.448856356935
596,20287,East Boston Greenway,0,0,2,0, ,SUP,13.3497572503249
597,20291,Southbay Harbor Trail,0,0,H,0, ,SUP,595.579546439138
598,20292, ,0,0,H,0, ,SUP,155.179173287678
599,20294,Nashua Street Park Path,0,0,3,0, ,SUP,384.488295027361
600,20296,Neponset River Trail,0,0,3,0, ,SUP,282.752449132875
601,20297, ,0,0,2,0, ,SUC,1307.68311853258
602,20300,Neponset River Trail,0,0,3,0, ,SUP,1969.18912882864
603,20306,South Street Path,0,0,M,0, ,WALK,156.799892342783
604,20307,Tenean Beach Path,0,0,3,0, ,SUP,69.2410618076789
605,20418,Fiedler Shared-Use Bridge to Beacon St Connector,0,0,3,0, ,SUP,78.2498669538664
606,20419,Fairfield Street Shared-Use Bridge,0,0, ,0, ,WALK,216.465408530286
607,20425,Emerald Necklace Trail,0,0,2,0, ,NSUP,1340.23147511368
608,20426,Emerald Necklace Trail,0,0,2,0, ,SUP,27.4871537436503
609,20429,Emerald Necklace Trail,0,0,2,0, ,SUP,119.884958034298
610,20430,Emerald Necklace Trail,0,0,2,0, ,SUP,269.602119072116
611,20442,Emerald Necklace Trail,0,0,2,0, ,SUP,37.3864183375977
612,20454,Truman Highway Sidepath,0,0,3,0, ,SUP,1379.25744278232
613,20455, ,0,0,2,0, ,SUP,477.767711475735
614,20456, ,0,0,5,0, ,SUC,493.107316801021
615,20458, ,0,0,2,0, ,SUC,395.423824732918
616,20460,Barry Playground Path,0,0,2,0, ,SUP,510.398057388025
617,20464,MassPike Bike-Ped Bridge,0,0,1,0, ,SUP,244.326214568635
618,20465,Boston Bike Pike,0,0,1,0, ,SUP,123.461480470718
619,20469, ,0,0, ,0, ,SRd,389.383566985349
620,20472, ,0,0, ,0, ,SUC,678.189175352738
621,20473,Albany Street Connector,0,0,1,0, ,SUP,978.309505109719
622,20475,Charles River Bike Path,0,0,3,0, ,SUP,582.455081624027
623,20476,Moss Bank Path,0,0, ,0, ,SUP,302.589199767473
624,20478,Emerald Necklace Trail/Route 9 Crossing,0,0,2,0, ,SUP,247.758775938243
625,20479, ,0,0,H,0, ,SUC,360.114857551205
626,20481, ,0,0,H,0, ,SUC,70.5141716854906
627,20482, ,0,0,H,0, ,SUC,62.710215642303
628,20483, ,0,0,H,0, ,SUC,109.404619704276
629,20490, ,0,0,H,0, ,SUC,734.324109521161
630,20500,Boston Harborwalk,0,0,3,0, ,SUP,1026.63153092096
631,20501,South Bay Harbor Trail,0,0,1,0, ,SUP,216.046618534765
632,20503,Ellis Memorial Childrens Park Path,0,0, ,0, ,SUP,118.95524273817
633,20504,Stony Brook Reservation Trail,0,0,3,0, ,SUP,52.4442884014375
634,20507,Emerald Necklace Trail,0,0,2,0, ,SUP,73.6801757350867
635,20508,Emerald Necklace Trail,0,0,2,0, ,SUP,43.6270652831667
636,20511, ,0,0, ,0, ,SUC,283.040235277642
637,20513,Neponset River Trail,0,0,3,0, ,SUP,3413.60435958887
638,20517, ,0,0,3,1,2018,SBL,148.722245182468
639,20519,Mass Ave Shared-Use Bridge,0,0,3,0, ,WALK,161.743072428835
640,20521,MBTA Redline Path,0,0,M,0, ,SUC,324.016866559289
641,20522, ,0,0, ,0, ,SUB,297.106347289935
642,20523,Moakley Park Path,0,0,3,0, ,SUP,1191.07636903853
643,20526,East Boston Greenway,0,0,2,0, ,SUP,1208.82906931141
644,20527,East Boston Greenway Connector,0,0,5,0, ,SUP,1273.22781549388
645,20528,East Boston Greenway,0,0,M,0, ,SUP,619.412975279726
646,20544,Boston Harborwalk,0,0,3,0, ,SUP,736.874122880346
647,20546,Boston Harborwalk,0,0, ,0, ,SUP,22.2446109859866
648,20553,Metropolitan Ave Footbridge,0,0,M,0, ,WALK,257.264322348691
649,20557,Emerald Necklace Trail,0,0,2,0, ,SUP,40.1740524765034
650,20561,East Boston Greenway,0,0,2,0, ,SUP,78.4592299495893
651,20562,East Boston Greenway,0,0,2,0, ,SUP,25.1828213599046
652,20563,East Boston Greenway,0,0,2,0, ,WALK,92.5830190619773
653,20564,East Boston Greenway,0,0,2,0, ,SUP,93.5574244034672
654,20565,East Boston Greenway,0,0,2,0, ,SUP,118.371960746691
655,20566,East Boston Greenway,0,0,2,0, ,SUP,112.966390415778
656,20567,East Boston Greenway,0,0,2,0, ,SUP,92.0945297527076
657,20568,Boston Harborwalk,0,0,5,0, ,SUP,35.8436528333062
658,20572, ,0,0,2,0, ,SUC,291.726893882205
659,20573, ,0,0, ,0, ,SUC,76.3863719537586
660,20576, ,0,0, ,0, ,SUP,227.405116585388
661,20578,ConRAC Multi-Use Path,0,0,5,0, ,SUP,196.868118361222
662,20579,ConRAC Multi-Use Path,0,0,5,0, ,SUP,246.347673073551
663,20580,ConRAC Multi-Use Path,0,0,5,0, ,SUP,429.512651626355
664,20581,East Boston Memorial Park Path,0,0,2,0, ,SUP,98.7635392405381
665,20582,East Boston Memorial Park Path,0,0,2,0, ,SUP,710.449545562083
666,20583,East Boston Memorial Park Path,0,0,2,0, ,SUP,338.875871819906
667,20584,East Boston Greenway,0,0,2,0, ,SUP,88.3352307979202
668,20585,East Boston Greenway,0,0,2,0, ,SUP,71.0090429046571
669,20586,East Boston Greenway,0,0,2,0, ,SUP,99.7498243532671
670,20587,East Boston Greenway,0,0,2,0, ,SUP,13.5135969520148
671,20589,Emerald Necklace Trail,0,0,2,0, ,SUP,195.640406693227
672,20608, ,0,0,2,0, ,SUC,115.145754605031
673,20612,Southbay Harbor Trail,0,0,2,0, ,SUP,1146.56636881692
674,20613,Southbay Harbor Trail,0,0,2,0, ,SUP,36.7018017572075
675,20621,Franklin Park Path,0,0,2,0, ,SUP,864.36147928665
676,20622, ,0,0,3,0, ,SUP,259.092693443427
677,20623,Langone Park Path,0,0,2,0, ,SUP,96.6366452395283
678,20624,Emerald Necklace Trail,0,0,2,0, ,SUP,166.609110379025
679,20628, ,0,0,B,0, ,SUP,199.255847106833
680,20629, ,0,0,3,0, ,SUP,1527.78228919884
681,20630, ,0,0,5,0, ,SUC,709.677398389155
682,20632, ,0,0, ,0, ,SUC,2279.57155985838
683,20633, ,0,0, ,0, ,SUC,2512.05198512129
684,20634, ,0,0, ,0, ,SUC,779.770081235371
685,20635,Neponset River Greenway,0,0,3,0, ,SUP,75.8008140146807
686,20637,Readville to Neponset,0,0,3,0, ,SUP,116.924086366572
687,20640,Readville to Neponset,0,0,3,0, ,SUP,646.092453144207
688,20650,Charles River Dam Sidepath,0,0,3,0, ,SUC,311.412774445302
689,20660,Boston Harborwalk,0,0,2,0, ,SUC,469.862034984813
690,20664,Boston Harborwalk,0,0,2,0, ,SUC,1232.59808287071
691,20666,Boston Harborwalk,0,0,2,0, ,SUC,106.544436013265
692,20667,Boston Harborwalk,0,0,2,0, ,SUC,146.844434587033
693,20669,Boston Harborwalk,0,0,2,0, ,SUC,342.143259536416
694,20670,Boston Harborwalk,0,0,2,0, ,SUC,272.104452794968
695,20674,Boston Harborwalk,0,0,5,0, ,SUC,285.532108601512
696,20675,Boston Harborwalk,0,0, ,0, ,SUC,585.301116914062
697,20676,Boston Harborwalk,0,0,5,0, ,SUC,152.027492860914
698,20677,Boston Harborwalk,0,0,5,0, ,SUC,137.894677826136
699,20680,Boston Harborwalk,0,0, ,0, ,SUC,122.329907422001
700,20682,Boston Harborwalk,0,0, ,0, ,SUC,265.70152336041
701,20683,Boston Harborwalk,0,0,5,0, ,SUP,320.020257504108
702,20684,Boston Harborwalk,0,0,5,0, ,SUP,175.131208219712
703,20685,Boston Harborwalk,0,0,5,0, ,SUP,897.2515477265
704,20686,Boston Harbor Islands Trails,0,0, ,0, ,SUC,17.6739423724439
705,20687,Boston Harbor Islands Trails,0,0, ,0, ,SUC,13.4635106751723
706,20688,Boston Harbor Islands Trails,0,0, ,0, ,SUC,16.1359653087315
707,20689,Boston Harbor Islands Trails,0,0, ,0, ,SUC,16.4969175891746
708,20690,Boston Harbor Islands Trails,0,0, ,0, ,SUC,414.480044727992
709,20691,Boston Harbor Islands Trails,0,0, ,0, ,SUC,249.76573797867
710,20692,Boston Harbor Islands Trails,0,0, ,0, ,SUC,306.789828858989
711,20693,Boston Harbor Islands Trails,0,0, ,0, ,SUC,2.75370135393402
712,20694,Boston Harbor Islands Trails,0,0, ,0, ,SUC,28.7088318430985
713,20695,Boston Harbor Islands Trails,0,0, ,0, ,SUC,138.599706720111
714,20696,Boston Harbor Islands Trails,0,0, ,0, ,SUC,55.8061410055382
715,20697,Boston Harbor Islands Trails,0,0, ,0, ,SUC,170.057138475543
716,20698,Boston Harbor Islands Trails,0,0, ,0, ,SUC,96.1966465038676
717,20699,Boston Harbor Islands Trails,0,0, ,0, ,SUC,122.097307312102
718,20700,Boston Harbor Islands Trails,0,0, ,0, ,SUC,6.35674875516941
719,20701,Boston Harbor Islands Trails,0,0, ,0, ,SUC,254.910874853387
720,20702,Boston Harbor Islands Trails,0,0, ,0, ,SUC,15.8962741027306
721,20703,Boston Harbor Islands Trails,0,0, ,0, ,SUC,312.997027894616
722,20704,Boston Harbor Islands Trails,0,0, ,0, ,SUC,143.084142946785
723,20705,Boston Harbor Islands Trails,0,0, ,0, ,SUC,241.301183502372
724,20706,Boston Harbor Islands Trails,0,0, ,0, ,SUC,301.884839774698
725,20707,Boston Harbor Islands Trails,0,0, ,0, ,SUC,320.346696345583
726,20708,Boston Harbor Islands Trails,0,0, ,0, ,SUC,97.8638316633249
727,20709,Boston Harbor Islands Trails,0,0, ,0, ,SUC,243.467172408696
728,20710,Boston Harbor Islands Trails,0,0, ,0, ,SUC,540.282365661406
729,20711,Boston Harbor Islands Trails,0,0, ,0, ,SUC,205.844209611704
730,20712,Boston Harbor Islands Trails,0,0, ,0, ,SUC,515.244594643195
731,20713,Boston Harbor Islands Trails,0,0, ,0, ,SUC,464.949033055889
732,20714,Boston Harbor Islands Trails,0,0, ,0, ,SUC,32.0877968513411
733,20715,Boston Harbor Islands Trails,0,0, ,0, ,SUC,386.295881055494
734,20716,Boston Harbor Islands Trails,0,0, ,0, ,SUC,30.1013869727215
735,20717,Boston Harbor Islands Trails,0,0, ,0, ,SUC,163.874965574633
736,20718,Boston Harbor Islands Trails,0,0, ,0, ,SUC,58.5197232382013
737,20719,Boston Harbor Islands Trails,0,0, ,0, ,SUC,50.6886792480714
738,20720,Boston Harbor Islands Trails,0,0, ,0, ,SUC,8.01768959803145
739,20721,Boston Harbor Islands Trails,0,0, ,0, ,SUC,12.6770182383355
740,20722,Boston Harbor Islands Trails,0,0, ,0, ,SUC,68.3236881415684
741,20723,Boston Harbor Islands Trails,0,0, ,0, ,SUC,15.0818388408622
742,20724,Boston Harbor Islands Trails,0,0, ,0, ,SUC,68.3656168350914
743,20725,Boston Harbor Islands Trails,0,0, ,0, ,SUC,350.364118348707
744,20726,Boston Harbor Islands Trails,0,0, ,0, ,SUC,385.709730969293
745,20727,Boston Harbor Islands Trails,0,0, ,0, ,SUC,11.8819259280359
746,20728,Boston Harbor Islands Trails,0,0, ,0, ,SUC,36.4403022103469
747,20729,Boston Harbor Islands Trails,0,0, ,0, ,SUC,146.995214712126
748,20730,Boston Harbor Islands Trails,0,0, ,0, ,SUC,762.582072938355
749,20731,Boston Harbor Islands Trails,0,0, ,0, ,SUC,49.2205871575078
750,20732,Boston Harbor Islands Trails,0,0, ,0, ,SUC,1.86996812645049
751,20733,Boston Harbor Islands Trails,0,0, ,0, ,SUC,336.564537536486
752,20734,Boston Harbor Islands Trails,0,0, ,0, ,SUC,474.922778027884
753,20735,Boston Harbor Islands Trails,0,0, ,0, ,SUC,15.8457793395508
754,20736,Boston Harbor Islands Trails,0,0, ,0, ,SUC,19.0346813271792
755,20737,Boston Harbor Islands Trails,0,0, ,0, ,SUC,3.93302977142451
756,20738,Boston Harbor Islands Trails,0,0, ,0, ,SUC,18.2036116997407
757,20739,Boston Harbor Islands Trails,0,0, ,0, ,SUC,31.5855088545099
758,20740,Boston Harbor Islands Trails,0,0, ,0, ,SUC,29.7462715265875
759,20741,Boston Harbor Islands Trails,0,0, ,0, ,SUC,11.9716108004489
760,20742,Boston Harbor Islands Trails,0,0, ,0, ,SUC,12.7430414437183
761,20743,Boston Harbor Islands Trails,0,0, ,0, ,SUC,22.2290322191497
762,20744,Boston Harbor Islands Trails,0,0, ,0, ,SUC,57.3509957940055
763,20745,Boston Harbor Islands Trails,0,0, ,0, ,SUC,65.0153514410339
764,20746,Boston Harbor Islands Trails,0,0, ,0, ,SUC,0.942061426447238
765,20747,Boston Harbor Islands Trails,0,0, ,0, ,SUC,390.401053838369
766,20750,Belle Isle Marsh Path,0,0,3,0, ,SUC,224.895624203034
767,20751,Belle Isle Marsh Path,0,0,3,0, ,SUC,44.6263645805246
768,20752,Belle Isle Marsh Path,0,0,3,0, ,SUC,125.481482846706
769,20758,Belle Isle Marsh Path,0,0,3,0, ,SUC,557.939789102162
770,20759,Belle Isle Marsh Path,0,0,3,0, ,SUC,305.957604026987
771,20760,Belle Isle Marsh Path,0,0,3,0, ,SUC,45.7806369752645
772,20761,Belle Isle Marsh Path,0,0,3,0, ,SUC,8.17411775949922
773,20766, ,0,0,3,1,2018,SBL,73.5020121132816
774,20767,Morrissey Boulevard Bike/Ped Bridge,0,0,3,0, ,SUP,308.131702681893
775,20769,Moakley Park Path,0,0, ,0, ,SUP,199.684506267375
776,20771,MBTA Redline Path,0,0,M,0, ,SUC,129.387453827252
777,20776, ,0,0,2,0, ,SUC,109.284826000027
778,20785,Overpass,0,0,3,0, ,SUP,111.714496607221
779,20791, ,0,0, ,0, ,SUC,191.029031737935
780,20795, ,0,0,H,0, ,SUP,271.847818757303
781,20796, ,0,0,F,0, ,SUC,516.564634274411
782,20798, ,0,0, ,0, ,SUP,29.8416395364681
783,20799,Emerald Necklace Trail,0,0,2,0, ,SUP,136.469035462764
784,20810,Pearl Street Extension,0,0,H,0, ,SRd,174.383902128196
785,20814,Emerald Necklace Trail,0,0,2,0, ,NSUP,1002.29596050729
786,20820,Boston Harborwalk,0,0,3,0, ,SUP,947.064716840157
787,20821,Boston Harborwalk,0,0,3,0, ,SUP,840.853995606232
788,20823, ,0,0,3,0, ,SUP,133.944892650237
789,20828,Emerald Necklace,0,0, ,0, ,SUP,206.701867672425
790,20829,Emerald Necklace Trail/Sears Rotary,0,0,2,0, ,SUP,246.738031852429
791,20831,Moakley Park Path,0,0, ,0, ,SUP,104.421828175347
792,20832,Moakley Park Path,0,0, ,0, ,SUP,423.380108095039
793,20836,North Bank Shared-Use Bridge,0,0,3,0, ,SUP,431.11376075765
794,20838,Emerald Necklace Trail,0,0,2,0, ,SUP,388.270540770246
795,20840,Lovejoy Wharf Harborwalk,0,0,H,0, ,SUP,155.689005419731
796,20841, ,0,0, ,0, ,SUC,96.0210911456406
797,20842, ,0,0,3,0, ,NW-U,155.542074435152
798,20843,Charles River/Harborwalk Connection,0,0,3,0, ,SUP,85.6001249283296
799,20844,Forsyth Way,5424900,5,2,1,2011,BL,11.2942669257017
800,20845,Forsyth Way,6256000,5,2,1,2011,BL,11.1361937768401
801,20846,Constitution Road,5620900,0,0,0,2018,SUC,175.611579143725
802,20847,Columbus Avenue,4554700,3,2,0,2018,SBL,9.73200719943871
803,20848,American Legion Highway,5694900,5,2,1,2009,BFBL,130.760046385486
804,20849,American Legion Highway,6271400,5,2,1,2008,BL,128.41105819364
805,20850,American Legion Highway,5707600,5,2,1,2008,SLM,231.260055253777
806,20852,Columbus Avenue,5194100,3,2,0,2018,SBL,14.621241131991
807,20853,Commercial Street,5640800,5,2,0,2017,SBL,23.7208469907821
808,20855,Beacon Street,5113600,3,3,0,2019,BFBL,25.9769117018239
809,20856,Perkins Street,5345800,5,3,0,2008,BL,21.1985304455627
810,20857,Ruggles Street,4581300,5,2,0,2010,SLM,15.6789152925878
811,20858,Massachusetts Avenue,6313400,3,2,1,2010,BL,13.4130274844761
812,20859,Massachusetts Avenue,46806900,3,2,1,2011,SLM,13.0912280552371
813,20861,Commonwealth Avenue,6270100,3,2,1,2010,BL,5.86054755434751
814,20862,Commonwealth Avenue,5859202,3,2,1,2010,BL,2.59819067029022
815,20863,Longfellow Bridge,6273800,2,3,1,2018,BL,74.162558770634
816,20864,Veterans Of Foreign Wars Parkway,4933300,2,3,1,2013,BL,84.782749047296
817,20865,Veterans Of Foreign Wars Parkway,6212700,2,3,1,2013,BL,103.374154885205
818,20866,Veterans Of Foreign Wars Parkway,6212700,2,3,1,2013,BL,41.1394571950532
819,20867,Veterans Of Foreign Wars Parkway,5107700,2,3,1,2013,SLM,259.676355911389
820,20868,Veterans Of Foreign Wars Parkway,4801700,2,3,1,2013,BL,243.243170500392
821,20869,Veterans Of Foreign Wars Parkway,6218700,2,3,1,2013,BL,215.282701516422
822,20870,Kilby Street,5805600,0,2,0,2011,BL,8.76708342649661
823,20871,Atlantic Avenue,5424100,3,2,0,2011,BL,113.240435569002
824,20872,Water Street,5620900,0,3,0,0,SRd,136.030028765325
825,20873,Water Street,5620900,0,3,0,0,SUP,27.2817656175485
826,20874,Water Street,5620900,0,3,0,0,SUP,106.509086089852
827,20875,Cambridge Street,5609700,3,2,1,2015,BFBL,270.049418728718
828,20876,Saratoga Street Bridge,4396200,5,1,0,2012,BL,117.896052043605
829,20877,Freeport Street,5629000,3,2,0,2013,BL,43.4144896291953
830,20878, ,0,0, ,0, ,SUC,535.769346742638
831,20882,Emerald Necklace Trail,0,0, ,0, ,NSUP,502.368403830477
832,20886, ,0,0,3,0, ,SUP,347.652352471161
833,20891,Arnold Arboretum Trails,0,0,2,0, ,SUP,847.090312128712
834,20892,Emerald Necklace Trail/Route 9 Crossing,0,0,2,0, ,SUP,189.412931220499
835,20895,Emerald Necklace Trail/Sears Rotary,0,0,2,0, ,SUP,50.2901888642676
836,20898,Emerald Necklace Trail,0,0,2,0, ,SUP,53.4832388081018
837,20899, ,0,0,3,0, ,SUP,410.703346370005
838,20901,Emerald Necklace Trail,0,0,3,0, ,SUP,72.9489296570854
839,20905, ,0,0,H,0, ,SUC,116.496765120232
840,20907,Boston Harborwalk,0,0, ,0, ,SUC,53.477967202996
841,20908,Boston Harborwalk,0,0, ,0, ,SUC,53.2372804197458
842,20910,Congress Street,5613200,5,2,0,2019,BL,72.6796973784882
843,20912,Emerald Necklace Trail,0,0,2,0, ,SUP,92.5812345255863
844,20913, ,0,0,H,0, ,SUP,90.0883532055759
845,20920,East Boston Greenway,0,0,2,0, ,SUP,187.646547871781
846,20922,Boston Harborwalk,0,0, ,0, ,SUC,168.468071725259
847,20929,Arnold Arboretum Trails,0,0,2,0, ,SUP,1135.54941108114
848,20930,Arnold Arboretum Trails,0,0,2,0, ,SUP,258.777516802253
849,20931,Arnold Arboretum Trails,0,0,2,0, ,SUP,815.16011151533
850,20932,Arnold Arboretum Trails,0,0,2,0, ,SUP,309.26019777505
851,20934,Southwest Corridor,0,0,3,0, ,SUP,375.212525941858
852,20936,Emerald Necklace Trail,0,0,2,0, ,SUP,31.4116981223068
853,20938,Emerald Necklace Trail,0,0,2,0, ,SUP,655.722405269792
854,20946,East First Street Path,0,0,5,0, ,SUP,825.294872166994
