FID,OBJECTID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape__Length
1001,8325,Cambridge Street,6269000,3,2,1,2015,BFBL,405.776829976169
1002,8326,American Legion Highway,6232400,5,2,1,2008,SLM,141.028948184102
1003,2,Veterans Of Foreign Wars Parkway,4847800,2,3,1,2013,BL,111.516092027947
1004,8327,American Legion Highway,6222900,5,2,1,2009,BFBL,183.328802415043
1005,8328,Walk Hill Street,5133300,5,2,0,2015,BL,402.277051748332
1006,8329,South Street,4774800,6,2,0,2018,SBL,90.7503129997971
1007,8330,Arborway,5764200,0,3,1,2018,SBL,632.595411218353
1008,8331,South Huntington Avenue,5127700,5,2,0,2010,BL,269.022963998793
1009,8332,South Street,5167000,5,2,0,2010,SLM,63.6565098623794
1010,8333,South Street,4750100,5,2,0,2010,SLM,53.0585722761327
1011,8334,Centre Street,4734100,5,2,0,2010,BL,58.2855845229625
1012,8335,Centre Street,4697700,5,2,0,2010,BL,75.5611421600566
1013,8336,Centre Street,4702900,5,2,0,2010,BL,34.0547563972274
1014,8337,Centre Street,4686700,5,2,0,2010,BL,79.5414862298198
1015,8338,Huntington Avenue,6270800,3,2,1,2013,SLM,95.0689133954781
1016,8339,Commonwealth Avenue,6294400,3,2,1,2018,SBL,317.732731104561
1017,8340,American Legion Highway,5120300,5,2,1,2008,BL,832.363204588038
1018,8341,Walk Hill Street,5688900,5,2,0,2015,BL,148.201206698464
1019,8342,Arborway,5241500,0,3,1,2018,SBL,56.754895624324
1020,8343,James Shea Circle,5489300,2,1,1,2018,SBL,24.0537407256034
1021,8344,Huntington Avenue,5679400,3,2,0,2013,SLM,152.90519943504
1022,8345,Brookline Avenue,4570000,2,2,0,2013,SLM,90.1765663201588
1023,8346,Longwood Avenue,5318500,5,2,0,2015,BLSL,28.164744868011
1024,8347,Brookline Avenue,6297900,2,2,0,2013,BLSL,135.561963275305
1025,8348,Commonwealth Avenue,5176700,3,2,1,2008,BL,261.115096426833
1026,8349,Park Drive,5383400,2,2,0,2015,BL,20.048070734996
1027,8350,Commonwealth Avenue,6233600,3,2,1,2008,BL,177.352206993852
1028,8351,River Street,5053200,5,2,0,2013,SLM,143.203634331809
1029,8352,River Street,5155800,5,2,0,2013,SLM,54.0319784298902
1030,8353,River Street,5729900,5,2,0,2013,SLM,25.4087364577005
1031,8354,Walk Hill Street,4947100,5,2,0,2014,SLM,251.394246992421
1032,8355,Walk Hill Street,5168300,5,2,0,2015,BL,123.035900095541
1033,8356,Morton Street,5688400,2,1,1,2013,BFBL,597.313703548506
1034,8357,Forsyth Street,5380800,0,2,0,2012,BL,140.657546979481
1035,8358,Forsyth Street,5380900,0,2,0,2012,BL,37.6824478630494
1036,8359,Massachusetts Avenue,5200000,3,2,0,2016,SBL,260.10285640031
1037,8360,Centre Street,4637400,5,2,0,2010,BLSL,45.2058952567303
1038,8361,Centre Street,4637500,5,2,0,2010,BLSL,84.4119114655559
1039,8362,Centre Street,5147300,5,2,0,2011,SLM,205.766468574282
1040,8363,Tremont Street,5316000,5,2,0,2015,SLM,82.7964423746246
1041,8364,Palace Road,5745000,0,2,0,2012,SLM,135.284271092856
1042,8365,Huntington Avenue,6241500,3,2,1,2013,SLM,130.702605028049
1043,8366,Saint Alphonsus Street,5350600,5,2,0,2015,BL,80.786380095923
1044,8368,Beacon Street,5190000,3,2,1,2018,SBL,89.1272685016086
1045,8369,Beacon Street,5190100,3,2,1,2010,BL,93.2772952294975
1046,8370,River Street,5868800,5,2,0,2013,SLM,58.8558971291732
1047,8371,Blue Hill Avenue,6285400,5,2,1,2010,SLM,50.0977794742701
1048,8372,Warren Street,4714200,5,2,0,2010,SLM,46.0681554767923
1049,8373,Blue Hill Avenue,5175300,2,2,1,2010,SLM,151.562616911401
1050,8374,Blue Hill Avenue,6282300,2,2,1,2010,BL,125.665377736401
1051,8375,Blue Hill Avenue,4966300,2,2,1,2010,BL,126.508558920347
1052,8376,Morton Street,5690800,2,1,1,2013,BL,49.3525643058877
1053,8377,American Legion Highway,6236100,5,2,1,2008,SLM,105.30745853414
1054,8378,Walnut Avenue,5308200,6,2,0,2011,SLM,103.515774135283
1055,8379,Walnut Avenue,4710200,6,2,0,2011,SLM,167.946101416183
1056,8434,Eliot Street,4712100,0,2,0, ,TC,269.287113356198
1057,8502,Washington Street,4743000,3,2,0,2016,SLM,32.6687032846407
1058,8504,Kenton Road,5384400,0,2,0,2017,TC,165.803109068282
1059,8520,Paul Gore Street,5209300,0,2,0, ,TC,91.6462861358635
1060,8526,Wyman Street,4657200,0,2,0, ,TC,396.198838934753
1061,8528,Day Street,6304000,6,2,0, ,TC,51.8410382044586
1062,8530,Minden Street,4626400,6,2,0, ,TC,248.571220136482
1063,8636,Brookley Road,5260500,0,2,0,2017,TC,54.6300984983617
1064,8652,Essex Street,5871500,2,2,0,2018,BL,28.4897061476729
1065,8705,Washington Street,5734500,3,2,0,2016,SLM,161.663919450009
1066,8731,Washington Street,4705600,3,2,0,2016,SLM,104.541482753925
1067,8758,Brookline Avenue,4532200,3,2,0,2019,BLSL,300.330461706028
1068,8762,Brookline Avenue,5354500,3,2,0,2019,BLSL,68.6011956141814
1069,8766,Maitland Street,5742900,0,2,0, ,SLM,44.9966753717101
1070,8808, ,5903300,0, ,0, ,SUP,165.510581657797
1071,8820,Thornton Street,5832200,0,2,0,2011,SLM,65.1481460526942
1072,8822,Huntington Avenue,6261600,3,2,1,2012,SLM,125.158395684454
1073,8823,Museum Road,5381200,0,2,0,2010,SLM,275.249884827716
1074,8824,Ruggles Street,6305500,5,2,0,2010,SLM,75.1667182466766
1075,8825,Forsyth Way,5424900,5,2,1,2011,BL,225.039290694948
1076,8826,Commonwealth Avenue,6224600,3,2,1,2009,BL,100.801550001345
1077,8827,Brookline Avenue,45732100,3,2,1,2009,SLM,92.9032231475497
1078,8828,Blue Hill Avenue,5124200,2,2,1,2010,BL,118.242013399188
1079,8829,Blue Hill Avenue,6223900,2,2,1,2010,BL,116.462942898473
1080,8830,Blue Hill Avenue,6218800,3,2,1,2010,BL,80.5914044556756
1081,8831,Blue Hill Avenue,6219100,3,2,1,2010,BL,101.169620991523
1082,8832,Blue Hill Avenue,6219300,3,2,1,2010,BL,80.6242189132545
1083,8833,Blue Hill Avenue,6219400,3,2,1,2010,BL,43.7238075155558
1084,8834,Blue Hill Avenue,4856600,3,2,1,2010,BL,125.472580906192
1085,8835,Blue Hill Avenue,5111300,3,2,1,2010,BL,28.9126647203033
1086,8836,Blue Hill Avenue,4805400,3,2,1,2012,BL,268.752053264922
1087,8837,Talbot Avenue,5691000,5,2,0,2010,BL,144.554746097089
1088,8838,Blue Hill Avenue,6227300,3,2,1,2012,SLM,117.998391633747
1089,8842,Walnut Avenue,4666600,6,2,0,2011,SLM,169.850652425662
1090,8844,Walnut Avenue,5189400,6,2,0,2011,SLM,107.586007971834
1091,8847,Walnut Avenue,4651300,6,2,0,2011,BLSL,114.509994416539
1092,8848,Huntington Avenue,5978400,3,2,1,2012,SLM,211.846685628946
1093,8849,Commonwealth Avenue,5859202,3,2,1,2010,BL,13.5730786507372
1094,8850,Hereford Street,5269700,5,2,0,2013,BL,67.4683194855248
1095,8851,Boylston Street,5650300,3,2,0,2012,SLM,19.6067210195358
1096,8852,Boylston Street,5861900,3,2,0,2012,SLM,46.7966115490421
1097,8853,Washington Street,4465300,0,2,0,0,SRd,130.22017380275
1098,8854,Massachusetts Avenue,5589000,3,2,0,2016,SBLBL,148.763505249621
1099,8855,Willowwood Street,5723700,0,2,0,2015,NW,97.3772681489396
1100,8856,Ballou Avenue,4925600,0,2,0,2015,NW,86.6665334947811
1101,8857,Warren Street,5191800,5,2,0,2010,SLM,23.047129511145
1102,8858,Walnut Avenue,4647200,6,2,0,2011,BLSL,62.1371481231881
1103,8859,Warren Street,6263500,5,2,1,2011,BL,363.654714230431
1104,8860,Martin Luther King Boulevard,6248600,5,2,1,2010,BL,17.7012281481884
1105,8861,Warren Street,5602300,5,2,1,2011,BL,53.0675523503598
1106,8862,Warren Street,5799700,5,2,1,2011,BL,98.598839503563
1107,8863,Warren Street,4614500,5,2,0,2011,SLM,115.798724233502
1108,8864,Warren Street,6264200,5,2,1,2011,SLM,56.8178016956299
1109,8865,Warren Street,5601300,5,2,1,2011,BL,27.8320058608294
1110,8866,Washington Street,5271600,3,2,0,2011,SLM,136.364993110695
1111,8868,Massachusetts Avenue,5260300,3,2,0,2011,BL,222.966793841451
1112,8869,Massachusetts Avenue,4536900,3,2,0,2016,BL,113.991851904927
1113,8870,Belvidere Street,5342900,5,2,0,2013,BL,112.75517896875
1114,8871,Norfolk Street,4867900,5,2,0,2017,BL,62.2626050944775
1115,8872,Columbia Road,6284100,5,2,1,2010,BL,93.3511143159398
1116,8873,Geneva Avenue,5854300,5,2,0,2016,SLM,283.654339885757
1117,8874,Columbia Road,5218000,5,2,1,2010,BL,206.64348504986
1118,8876,Dorchester Avenue,4942000,3,2,0,2010,SLM,63.2118051938052
1119,8877,Dorchester Avenue,4928800,3,2,0,2010,SLM,103.031000096652
1120,8879,Columbus Avenue,4522200,3,2,0,2009,BL,100.364802344079
1121,8880,Dartmouth Street,5663300,5,2,0,2011,SLM,35.4220916518867
1122,8881,West Dedham Street,5616300,5,2,0,2011,BLSL,69.7718473921115
1123,8882,Huntington Avenue,5595400,3,2,1,2015,SLM,292.791504912544
1124,8883,Dartmouth Street,4508400,5,2,0,2011,BL,158.821592082774
1125,8884,Stuart Street,4503600,3,2,0,2017,BL,251.12597564346
1126,8885,Dartmouth Street,5269300,5,2,0,2011,SLM,70.4914301992806
1127,8886,Sullivan Square,5872200,3,2,0,2014,BFBL,67.3346795663597
1128,8887,Sullivan Square,5699300,3,2,0,2014,BFBL,17.0966300664634
1129,8888,Main Street,5699200,5,2,1,2014,BFBL,97.6604817685517
1130,8889,Dorchester Avenue,5398500,3,2,0,2010,SLM,98.2314199862619
1131,8890,Norfolk Street,5847600,5,2,0,2017,BL,107.44868973795
1132,8891,Geneva Avenue,4768700,5,2,0,2016,SLM,91.9794832811353
1133,8892,Monsignor Reynolds Way,5671100,5,2,0,2011,SLM,30.2877804934456
1134,8906,Washington Street,5715900,3,2,0,2016,SLM,148.189245420689
1135,9127,Darlington Street,4864400,0,2,0,2018,TC,207.536937742972
1136,9130,Southern Avenue,4855500,0,2,0,2018,TC,91.345612366929
1137,9132,Colonial Avenue,4849000,0,2,0,2018,TC,272.619250445332
1138,9155,Quincy Street,5721200,5,2,0,2019,SLM,189.12658428835
1139,9274,Quincy Street,4717500,5,2,0,2019,SLM,89.7887970783313
1140,9323,Arlington Street,5272400,3,2,0,2010,SLM,63.2410494875231
1141,9324,Arlington Street,5272200,3,2,0,2010,SLM,57.879558296046
1142,9325,Arlington Street,5272100,3,2,0,2010,SLM,60.1561793119639
1143,9326,Main Street,5232100,5,2,0,2011,BL,28.3667938885088
1144,9327,Main Street,5231900,5,2,0,2011,SLM,66.8358945363398
1145,9328,Main Street,4394900,5,2,0,2014,BFBL,46.3409809479657
1146,9329,Alford Street,5196400,3,2,1,2016,BFBL,485.218933004309
1147,9330,Adams Street,5006700,5,2,0,2017,BL,386.586187847785
1148,9331,Ashmont Street,4894100,5,2,0,2013,SLM,131.492476956421
1149,9332,Dorchester Avenue,5743600,3,2,0,2011,SLM,105.775256463917
1150,9333,Dorchester Avenue,4820900,3,2,0,2011,SLM,98.922095885775
1151,9334,Dorchester Avenue,4806800,3,2,0,2011,SLM,75.2755344707168
1152,9335,Dorchester Avenue,4792500,3,2,0,2011,SLM,151.63449152369
1153,9336,Geneva Avenue,4781400,5,2,0,2016,SLM,50.0083291905979
1154,9337,Adams Street,4753800,5,2,0,2013,SLM,100.616356447796
1155,9338,Columbia Road,6242700,5,2,1,2010,BL,151.361010437102
1156,9340,Freeport Street,4751100,3,2,0,2013,BL,50.9090556471248
1157,9341,Freeport Street,5629000,3,2,0,2013,BL,170.645947773483
1158,9342,Dorchester Avenue,4717200,3,2,0,2011,BL,100.544372680904
1159,9343,Dorchester Avenue,4705000,3,2,0,2011,BL,79.3317087297985
1160,9344,D Street,5415500,5,2,0,2013,BL,67.5048223560424
1161,9345,Maverick Street,4427400,5,2,0,2015,BL,84.7635979833477
1162,9346,Dorchester Avenue,5710100,3,2,0,2011,BL,26.0722021841684
1163,9347,Seaport Boulevard,6249800,3,2,1,2012,BFBL,424.2015665463
1164,9348,Seaport Boulevard,6276100,3,2,1,2018,SBL,378.594882951585
1165,9349,Main Street,5418600,5,2,0,2012,BL,66.2143441630822
1166,9350,City Square,5820700,5,2,0,2012,BL,42.2445977725901
1167,9351,City Square,5581601,5,1,0,2012,BL,31.6342791543032
1168,9352,Main Street,5231700,5,2,0,2012,BL,43.5909017181139
1169,9353,Dexter Row,5830500,5,2,0,2012,BL,107.397303636447
1170,9354,Adams Street,5498400,5,2,0,2017,BL,93.8409251592845
1171,9355,Adams Street,5498300,5,2,0,2017,BL,31.1154093137934
1172,9356,Ashmont Street,4877900,5,2,0,2013,SLM,53.9441918129266
1173,9357,Adams Street,5343000,5,2,0,2013,SLM,98.1863409026731
1174,9358,Neponset Avenue,4801200,5,2,0,2012,BL,125.743287607362
1175,9359,Dorchester Avenue,5687000,3,2,0,2011,SLM,49.4774965335905
1176,9360,Adams Street,4787300,5,2,0,2013,SLM,91.2494756501829
1177,9361,Dorchester Avenue,4595900,3,2,0,2011,BL,80.2156386626184
1178,9362,D Street,4574300,5,2,0,2013,SLM,60.0721842900626
1179,9363,Dorchester Avenue,6266700,3,2,0,2011,SLM,64.65631399069
1180,9364,Dorchester Avenue,5627100,3,2,0,2011,SLM,51.346938191003
1181,9365,Kneeland Street,5233200,3,2,0,2017,BL,90.8397336106548
1182,9366,Franklin Street,4462500,5,2,0,2011,BL,74.8987613239446
1183,9367,Congress Street,5237400,3,2,0,2016,SBL,40.0064089429616
1184,9368,Purchase Street,45234900,3,2,0,2011,BL,232.911921634735
1185,9369,Congress Street,5873900,3,2,0,2011,SLM,85.985690082457
1186,9370,Devonshire Street,5648700,5,2,0,2012,SLM,105.952803158446
1187,9371,Devonshire Street,5493400,5,2,0,2012,SLM,130.007919079642
1188,9372,Kilby Street,5805300,0,2,0,2011,BL,117.183716365753
1189,9373,Milk Street,5386600,5,2,0,2011,BL,32.3667780512447
1190,9374, ,6017900,0, ,1,2011,BL,60.4837363329363
1191,9375,Milk Street,5614400,5,2,0,2011,BL,63.3907263843092
1192,9376,Milk Street,5336700,5,2,0,2011,SLM,113.39011065935
1193,9377,North Washington Street,45224600,3,2,1,2014,SLM,153.864216636599
1194,9378,Salem Street,5242800,0,2,0,2013,NW,47.363813001531
1195,9379,Salem Street,5242900,0,2,0,2013,NW,39.9977251270288
1196,9380,Commercial Street,5640800,5,2,0,2017,SBL,81.7464556645255
1197,9382,Freeport Street,4774500,3,2,0,2013,BLSL,118.631966739146
1198,9383,Freeport Street,4786900,3,2,0,2013,SLM,46.1458834296692
1199,9384,Columbia Road,4641000,3,1,1,2016,BFBL,338.366267431096
1200,9429,Charles River Dam,6251000,2,3,1,2019,SBL,137.681471476923
1201,9553,Marginal Road,4512200,5,2,0,2019,BFBL,167.118928307351
1202,9554,Harrison Avenue,5237900,5,2,0,2019,BL,27.3901650710386
1203,9588,Seaport Boulevard,45264300,3,5,0,2017,SLM,262.084349499619
1204,9603,Congress Street,5648200,3,2,0,2016,SLM,59.9800763885386
1205,9605,Congress Street,5824500,3,2,0,2016,SLM,23.630769315083
1206,9822,Mount Vernon Street,6297500,6,2,1,2013,BFBL,491.804076719798
1207,9823,Old Colony Avenue,4621100,3,3,1,2016,BFBL,46.3256286156524
1208,9824,William Day Boulevard,5133400,3,3,0,2018,BFBL,824.490104259613
1209,9825,D Street,4558000,5,2,0,2013,BLSL,67.2954356285523
1210,9826,D Street,4547300,5,2,0,2013,CFBL,114.106799824773
1211,9827,D Street,4544400,5,2,0,2013,SLM,134.977679114311
1212,9828,A Street,5664400,5,2,0,2013,BFBL,247.725595510871
1213,9829,Seaport Boulevard,45261700,3,2,1,2018,SBL,386.988904714557
1214,9830,Franklin Street,5359600,5,2,0,2011,BL,105.304250891475
1215,9831,Broad Street,5624500,5,2,0,2013,SLM,10.0015043616416
1216,9832,High Street,5326200,3,2,0,2011,BL,77.7617391639983
1217,9833,Faneuil Street,5819200,3,2,0,2010,SLM,62.0810589351886
1218,9834,Washington Street,4501300,3,2,0,2010,BL,68.5253581616745
1219,9835,Faneuil Street,4489500,6,2,0,2017,BL,193.174250810178
1220,9836,Milk Street,5586600,5,2,0,2011,SLM,65.3160818096018
1221,9837,Atlantic Avenue,45231700,3,2,0,2011,BFBL,54.1275701421734
1222,9838,Mercantile Street,45230400,5,2,0,2011,SLM,68.8160872437688
1223,9839,Atlantic Avenue,5644700,5,2,0,2017,SBL,43.8178865351973
1224,9840,Neponset Avenue,4867700,5,2,0,2012,BL,101.820030046491
1225,9841,William Day Boulevard,5133500,3,3,0,2018,BL,324.018115737835
1226,9842,Maverick Street,5322300,5,2,0,2015,BL,37.8165155116627
1227,9843,Chelsea Street,5281500,5,2,0,2010,BL,98.0856121089213
1228,9844,Chelsea Street,5717700,5,2,0,2010,BL,24.8558003898947
1229,9845,Meridian Street,4420300,3,2,0,2013,BLSL,119.810086158966
1230,9846,Meridian Street,4401600,3,2,0,2013,BLSL,94.6196221804892
1231,9847,Marginal Street,5644800,0,2,0,2015,NW,126.317471746318
1232,9848,Maverick Street,5639900,5,2,0,2015,BL,78.2390824152793
1233,9849,Chelsea Street,4421800,5,2,0,2010,BL,247.009515304441
1234,9850,Bennington Street,6267501,5,1,1,2008,SLM,25.7280026405757
1235,9851,Bennington Street,5637700,5,2,1,2008,SLM,117.854002218906
1236,9852,Bennington Street,5124400,5,2,0,2008,SLM,20.1900421134676
1237,9853,Saratoga Street,6288600,5,2,1,2012,BL,147.787850376478
1238,9854,Saratoga Street,4392800,5,2,0,2012,BLSL,182.012953133542
1239,9855,Baker Street,5437301,6,2,0,2014,BL,89.7895936888964
1240,9856,Veterans Of Foreign Wars Parkway,5003800,2,3,1,2013,BL,347.469347465689
1241,9857,Veterans Of Foreign Wars Parkway,5630900,2,3,1,2013,BL,554.393303970518
1242,9858,Baker Street,4877500,6,2,0,2014,BL,36.8970866672287
1243,9859,Veterans Of Foreign Wars Parkway,6212700,2,3,1,2013,BL,127.344649054903
1244,9860,Washington Street,5248900,3,2,0,2010,BL,87.9813826297753
1245,9861,Everett Street,5719401,6,2,0,2017,BLSL,112.753652549008
1246,9862,Everett Street,4449400,6,2,0,2017,BLSL,58.6394132370981
1247,9863,Corinth Street,4891000,3,2,0,2009,BL,70.0002446613526
1248,9864,Belgrade Avenue,4888400,3,2,0,2009,SLM,108.717366442794
1249,9952,Neponset Avenue,6315900,3,3,1, ,SUP,486.584353225172
1250,9958,University Of Massachusetts Access Road,6253700,0,B,0,2019,BL,73.7962324740975
1251,9960,University Of Massachusetts Access Road,5438800,0,B,0,2019,BL,95.918600564992
1252,9975, ,5898000,0, ,0,2019,BL,255.817947026418
1253,10043,Central Square,5858700,0,2,0,2017,SLM,29.7255394610496
1254,10323,Veterans Of Foreign Wars Parkway,4801800,2,3,1,2013,BL,77.3090841369322
1255,10324,Commonwealth Avenue,5673900,3,2,1,2013,SLM,149.177399346682
1256,10325,Commonwealth Avenue,5137300,3,2,1,2013,SLM,199.602424041546
1257,10326,Commonwealth Avenue,5137200,3,2,1,2013,SLM,345.810481822164
1258,10327,Washington Street,5843900,3,2,0,2010,BL,81.3534632454656
1259,10328,Faneuil Street,4483400,6,2,0,2017,SLM,43.4424021705711
1260,10329,Faneuil Street,4482300,6,2,0,2017,SLM,60.5700979154605
1261,10330,Faneuil Street,4475000,6,2,0,2017,BL,63.3574127374119
1262,10331,Faneuil Street,4472600,6,2,0,2017,BL,71.3574067760496
1263,10332,Cambridge Street,5237100,3,2,0,2010,BL,57.8581248577493
1264,10333,Cambridge Street,4500500,3,2,0,2010,BL,135.095655403252
1265,10334,Cambridge Street,5632100,3,2,0,2010,BL,85.5781627284504
1266,10335,Market Street,4460300,5,2,0,2013,SLM,139.276401184756
1267,10336,Western Avenue,4438000,5,2,0,2015,BLSL,119.040235337186
1268,10337,Chestnut Hill Avenue,6209700,5,2,0,2013,BL,99.3338022177636
1269,10338,Chestnut Hill Avenue,4548100,5,2,0,2013,BL,147.496469708271
1270,10339,Commonwealth Avenue Frontage Road Eb,5701800,0,2,1,2013,NW,123.580054295311
1271,10340,Commonwealth Avenue Frontage Road Wb,5788900,0,2,1,2013,BL,222.488924935458
1272,10341,Chestnut Hill Avenue,4527300,5,2,0,2013,BL,73.0265756262516
1273,10342,Washington Street,5784000,3,2,0,2010,BL,105.435884771993
1274,10343,Washington Street,5304600,3,2,0,2010,SLM,63.2774859679282
1275,10344,Chestnut Hill Avenue,5125900,5,2,0,2013,BLSL,80.6245204524263
1276,10345,Market Street,4499000,5,2,0,2013,BL,145.638656007107
1277,10346,Faneuil Street,5290900,6,2,0,2017,SLM,59.2116620858192
1278,10347,Belgrade Avenue,4900100,3,2,0,2009,BL,133.944453239636
1279,10348,Beech Street,5855700,3,2,0,2013,SLM,115.457055045641
1280,10349,Belgrade Avenue,4898400,3,2,0,2009,BL,188.593673813277
1281,10350,Veterans Of Foreign Wars Parkway,5870800,2,3,1,2013,BL,19.5098522709033
1282,10351,Belgrade Avenue,4897800,3,2,0,2009,BL,143.817601796225
1283,10352,Centre Street,4824300,5,2,0,2019,BFBL,101.640266435517
1284,10353,Commonwealth Avenue Frontage Road Wb,5435200,0,2,1,2013,NW,119.108011529933
1285,10354,Walter Street,4840000,6,2,0,2016,BLSL,53.9583871082324
1286,10355,Walter Street,4836500,6,2,0,2016,BLSL,102.017178042925
1287,10356,Centre Street,5822100,5,2,1,2010,SLM,40.3518929786072
1288,10357,Centre Street,6247800,5,2,1,2010,BL,98.970166788507
1289,10358,Centre Street,6238500,2,3,1,2011,BL,61.8788407856979
1290,10359,Centre Street,5213000,2,3,1,2011,BL,59.4319100114084
1291,10360,Harvard Avenue,5262500,3,2,0,2010,BL,11.8077141708218
1292,10361,Commonwealth Avenue Frontage Road Eb,5358601,0,2,1, ,NW-U,42.3047829682517
1293,10362,Harvard Avenue,5441600,3,2,0,2010,BL,20.9844929294158
1294,10364,Cambridge Street,4469700,3,2,0,2015,BL,82.0292465659326
1295,10365,Harvard Avenue,4470200,3,2,0,2010,BLSL,202.865650908191
1296,10366,Harvard Avenue,5842300,3,2,0,2010,BLSL,95.6732956327282
1297,10367,Everett Street,4443000,6,2,0,2017,BLSL,117.458508487336
1298,10368,Franklin Street,4439800,0,2,0,2010,NW,32.2494008514786
1299,10369,Western Avenue,5126500,5,2,0,2012,BL,111.958997834947
1300,10370,Washington Street,4828900,3,2,0,2009,BL,96.0516923096931
1301,10371,Washington Street,4814600,3,2,0,2009,BL,60.5279228451903
1302,10372,Washington Street,4810700,3,2,0,2009,BL,61.9471924209162
1303,10373,Washington Street,4808300,3,2,0,2009,BL,121.588507061179
1304,10374,Centre Street,5315300,5,2,0,2010,SLM,136.4515472814
1305,10375,Perkins Street,4646000,5,2,0,2010,SLM,202.730222178306
1306,10376,River Street,5737600,5,2,0,2012,SLM,101.947202470509
1307,10377,South Street,5832500,3,2,0,2009,BL,111.969781638724
1308,10378,Washington Street,4876900,3,2,0,2009,BL,95.8723351327028
1309,10379,Cummins Highway,4915800,3,2,0,2012,BL,149.429072605703
1310,10380,Washington Street,4855600,3,2,0,2009,BL,92.6825818365255
1311,10381,Centre Street,5213300,2,3,1,2011,BL,32.9818169232404
1312,10382,Centre Street,5116000,2,3,1,2011,BL,94.9073138121536
1313,10383,North Harvard Street,5221800,5,2,0,2012,BL,80.452615044331
1314,10384,Cummins Highway,5540300,3,2,0,2012,BL,76.9733922616025
1315,10586,Washington Street,5531001,3,2,1,2016,BFBL,98.644778082988
1316,10824,Perkins Street,5150500,5,3,1,2008,BL,35.8419168056086
1317,10825,Chestnut Street,4646900,5,3,1,2007,BL,55.4887293520608
1318,10826,Commonwealth Avenue,5119200,3,2,1,2019,SBL,116.422627130649
1319,10827,Commonwealth Avenue,5118800,3,2,1,2019,SBL,117.116771524228
1320,10828,Cambridge Street,6264700,3,2,1,2018,SBL,197.250118944943
1321,10829,Cambridge Street,5609700,3,2,1,2015,BFBL,403.71167436771
1322,10830,Western Avenue,5638400,5,2,0,2010,SBLBL,160.513858615925
1323,10831,Western Avenue,5638300,5,2,0,2010,SBLBL,180.3039189089
1324,10832,Walk Hill Street,5168100,5,2,0,2015,BL,83.9771790562378
1325,10833,Walk Hill Street,5168000,5,2,0,2015,BL,346.193597995034
1326,10834,American Legion Highway,5172600,5,2,1,2008,SLM,299.311805983885
1327,10835,South Street,4765400,5,2,0,2010,SLM,92.3262740627599
1328,10836,New Washington Street,5457401,0,2,1,2018,SBL,98.5021131200838
1329,10837,South Street,5167200,5,2,0,2010,SLM,60.5881433397555
1330,10838,South Street,5166900,5,2,0,2010,SLM,88.7707639815407
1331,10839,South Street,5736100,5,2,0,2010,SLM,96.2133349591726
1332,10840,Centre Street,4728300,5,2,0,2010,BL,52.7062400458847
1333,10841,Centre Street,4704600,5,2,0,2010,BL,32.2779978711912
1334,10842,Perkins Street,5849600,5,2,0,2010,SLM,24.0636017423371
1335,10843,Perkins Street,4648100,5,2,0,2010,SLM,30.8443969740374
1336,10844,Perkins Street,4646800,5,2,0,2010,SLM,82.2716415728587
1337,10845,South Huntington Avenue,4649700,5,2,0,2010,BL,94.2237086488543
1338,10846,Huntington Avenue,6276200,3,2,1,2010,SLM,21.720648624633
1339,10847,Walk Hill Street,4888200,5,2,0,2015,BL,199.016705743123
1340,10848,Walk Hill Street,5688800,5,2,0,2015,BL,129.055294872882
1341,10849,Arborway,5241300,0,3,1,2018,SBL,113.921908178244
1342,10850,Morton Street,6211700,2,1,1,2013,BFBL,184.577469623291
1343,10851,Centre Street,5827500,5,2,1,2010,SLM,59.8632573110379
1344,10852,Centre Street,4638800,5,2,0,2010,BLSL,82.0757677146647
1345,10853,Brookline Avenue,5675000,2,2,0,2013,BLSL,53.7899230129434
1346,10854,Boston University Bridge,5874300,2,3,0,2011,BL,363.811721609298
1347,10855,Commonwealth Avenue,5127300,3,2,1,2008,BL,153.809914611758
1348,10856,Morton Street,6217900,2,1,1,2013,BFBL,510.335706825591
1349,10857,Jewish War Veterans Drive,5160300,5,2,0,2009,BL,984.823714961123
1350,10858,Seaver Street,5148800,3,2,1,2016,BFBL,134.728871559655
1351,10859,Walnut Avenue,5206000,6,2,0,2011,SLM,39.9690381798732
1352,10860,Walnut Avenue,5750200,6,2,0,2011,SLM,76.2877861007943
1353,10861,Thornton Street,5832100,0,2,0,2011,SLM,63.0728146155894
1354,10863,Martin Luther King Boulevard,6248500,5,2,1,2010,BL,465.435405069071
1355,10864,Centre Street,4636900,5,2,0,2010,BLSL,44.1657248316315
1356,10865,Huntington Avenue,5197600,3,2,1,2013,SLM,23.6355380637264
1357,10866,Tremont Street,5675700,5,2,0,2015,SLM,45.8521859781205
1358,10867,Saint Alphonsus Street,5350700,5,2,0,2015,BL,31.569089940918
1359,10868,Tremont Street,5295100,5,2,0,2015,SLM,72.1756118065033
1360,10869,Longwood Avenue,4575900,5,2,0,2015,BL,96.6802250287886
1361,10870,Saint Alphonsus Street,5351000,5,2,0,2015,BL,34.1739256997922
1362,10872,Huntington Avenue,5313100,3,2,1,2013,SLM,259.774304468781
1363,10873,Palace Road,5596900,0,2,0,2012,SLM,228.748352738308
1364,10874,Brookline Avenue,6298500,2,2,0,2013,BL,33.328000143562
1365,10875,River Street,5155900,5,2,1,2013,SLM,12.3487556451962
